field,year,point,start_depth,end_depth,lon,lat,dry_weight,soc,bd
ICG-Field-20,2020,17,0,12,-88.131043,39.3729398,271.6,0.58,1.4004
ICG-Field-20,2020,43,0,12,-88.130113,39.3728588,324.7,0.61,1.356
ICG-Field-20,2020,51,0,12,-88.128826,39.3722405,299.5,1.2,1.2886
ICG-Field-20,2020,8,0,12,-88.128585,39.3717022,331.6,1.08,1.2886
ICG-Field-20,2020,47,0,12,-88.128573,39.3709815,207.3,0.91,1.2886
ICG-Field-20,2020,42,0,12,-88.128334,39.3705333,281.5,1.12,1.2886
ICG-Field-20,2020,22,0,12,-88.129246,39.3695333,302.9,0.99,1.4267
ICG-Field-20,2020,15,0,12,-88.132728,39.3694995,307.4,0.78,1.3706
ICG-Field-20,2020,16,0,12,-88.134237,39.3694848,277,0.75,1.3706
ICG-Field-20,2020,35,0,12,-88.131334,39.3694229,309.6,1.09,1.2886
ICG-Field-20,2020,6,0,12,-88.130636,39.3693396,340.7,0.91,1.3694
ICG-Field-20,2020,5,0,12,-88.129573,39.3681786,290.8,1,1.3928
ICG-Field-20,2020,10,0,12,-88.12911,39.3682732,239.4,1.22,1.2886
ICG-Field-20,2020,56,0,12,-88.129338,39.3680007,308.3,1.19,1.3782
ICG-Field-20,2020,40,0,12,-88.129336,39.3679106,277.3,1.16,1.3782
ICG-Field-20,2020,49,0,12,-88.12933,39.3675502,262.1,1.22,1.2886
ICG-Field-20,2020,32,0,12,-88.128633,39.3674669,311.8,1.19,1.2886
ICG-Field-20,2020,54,0,12,-88.128171,39.3676516,228.4,1.14,1.4185
ICG-Field-20,2020,45,0,12,-88.12817,39.3675615,299.8,1.05,1.4185
ICG-Field-20,2020,33,0,12,-88.127588,39.367477,273.7,0.65,1.4242
ICG-Field-20,2020,23,0,12,-88.126081,39.3675817,287.8,0.77,1.4126
ICG-Field-20,2020,13,0,12,-88.126086,39.3679421,331,0.81,1.3875
ICG-Field-20,2020,48,0,12,-88.126548,39.3677574,270.4,0.56,1.4281
ICG-Field-20,2020,27,0,12,-88.127373,39.3685603,281,0.71,1.4252
ICG-Field-20,2020,55,0,12,-88.128183,39.3683723,200.1,1.24,1.2886
ICG-Field-20,2020,18,0,12,-88.128306,39.3688216,234.3,1.32,1.2886
ICG-Field-20,2020,39,0,12,-88.126687,39.3691977,297.6,0.79,1.4171
ICG-Field-20,2020,4,0,12,-88.126355,39.3701921,369.2,0.6,1.3733
ICG-Field-20,2020,26,0,12,-88.126154,39.3721763,250.6,1.02,1.4074
ICG-Field-20,2020,20,0,12,-88.128493,39.3732349,366.1,0.88,1.2886
ICG-Field-20,2020,53,0,12,-88.128268,39.3736876,350,0.56,1.3497
ICG-Field-20,2020,3,0,12,-88.128154,39.3737788,243.5,0.58,1.3497
ICG-Field-20,2020,37,0,12,-88.127689,39.3737833,312.9,0.71,1.2886
ICG-Field-20,2020,41,0,12,-88.127121,39.3745097,329.3,0.76,1.3712
ICG-Field-20,2020,24,0,12,-88.127813,39.3742327,324.5,0.48,1.3696
ICG-Field-20,2020,7,0,12,-88.12793,39.3743216,352.3,0.56,1.3696
ICG-Field-20,2020,1,0,12,-88.128284,39.3746786,259.7,0.83,1.2503
ICG-Field-20,2020,21,0,12,-88.129906,39.3744827,368.9,0.63,1.4074
ICG-Field-20,2020,11,0,12,-88.13014,39.3745705,245.8,0.55,1.4074
ICG-Field-20,2020,29,0,12,-88.129912,39.374843,493.4,0.47,1.4069
ICG-Field-20,2020,50,0,12,-88.128528,39.3753971,327.5,0.56,1.4074
ICG-Field-20,2020,9,0,12,-88.127604,39.3756763,281.9,0.44,1.2574
ICG-Field-20,2020,44,0,12,-88.127485,39.3754973,321.7,0.4,1.4074
ICG-Field-20,2020,46,0,12,-88.126092,39.3755108,257.7,1.09,1.2676
ICG-Field-23,2020,20,0,12,-88.061063,39.4343296,251.7,0.73,1.4293
ICG-Field-21,2020,25,0,12,-88.110157,39.3613664,290.2,0.75,1.4171
ICG-Field-21,2020,32,0,12,-88.110036,39.3610071,263.5,0.63,1.4171
ICG-Field-21,2020,15,0,12,-88.110027,39.3604666,273.6,0.56,1.4171
ICG-Field-21,2020,30,0,12,-88.110837,39.3602786,290.6,0.57,1.4171
ICG-Field-21,2020,29,0,12,-88.110602,39.3601007,269.5,0.6,1.4171
ICG-Field-21,2020,10,0,12,-88.111062,39.3598259,435.4,0.58,1.4171
ICG-Field-21,2020,3,0,12,-88.110822,39.3593777,354.2,0.62,1.4171
ICG-Field-21,2020,9,0,12,-88.110355,39.359202,246.7,0.72,1.4171
ICG-Field-21,2020,5,0,12,-88.110348,39.3587515,347.1,0.51,1.4171
ICG-Field-21,2020,18,0,12,-88.109863,39.3574046,383,0.69,1.4171
ICG-Field-21,2020,24,0,12,-88.110785,39.3570353,350.6,0.59,1.4171
ICG-Field-21,2020,20,0,12,-88.110314,39.3565893,303.4,0.61,1.4171
ICG-Field-21,2020,6,0,12,-88.111343,39.3555883,256,0.65,1.4171
ICG-Field-21,2020,23,0,12,-88.110407,39.3551468,243.6,0.5,1.4171
ICG-Field-21,2020,4,0,12,-88.110066,39.3556005,366.4,0.7,1.4171
ICG-Field-21,2020,11,0,12,-88.109027,39.3559709,316.4,0.59,1.4171
ICG-Field-21,2020,26,0,12,-88.108208,39.3555281,357.7,0.52,1.4171
ICG-Field-21,2020,31,0,12,-88.107864,39.3558017,245.9,0.5,1.4171
ICG-Field-21,2020,28,0,12,-88.107645,39.3566148,345.1,0.53,1.4171
ICG-Field-21,2020,12,0,12,-88.107999,39.3569718,305.2,0.42,1.4171
ICG-Field-21,2020,7,0,12,-88.109279,39.3572299,407,0.45,1.4171
ICG-Field-21,2020,22,0,12,-88.107563,39.358778,441.6,0.61,1.4171
ICG-Field-21,2020,1,0,12,-88.107457,39.3594098,376.6,0.69,1.4171
ICG-Field-21,2020,8,0,12,-88.107924,39.3595856,337.2,0.59,1.4171
ICG-Field-21,2020,19,0,12,-88.108149,39.3591329,253.7,0.61,1.4171
ICG-Field-21,2020,2,0,12,-88.108498,39.3592197,465.2,0.58,1.4171
ICG-Field-21,2020,16,0,12,-88.109901,39.359837,419.3,0.7,1.4171
ICG-Field-21,2020,14,0,12,-88.109669,39.3598392,332.1,0.74,1.4171
ICG-Field-21,2020,27,0,12,-88.108861,39.3601173,364.6,0.69,1.4171
ICG-Field-21,2020,13,0,12,-88.108278,39.3599426,285.7,0.76,1.3706
ICG-Field-21,2020,21,0,12,-88.107599,39.3610303,376.2,0.61,1.4171
ICG-Field-21,2020,17,0,12,-88.109339,39.3610137,299.8,0.74,1.4171
ICG-Field-22,2020,30,0,12,-88.062969,39.429807,272.8,1.29,1.4582
ICG-Field-22,2020,7,0,12,-88.062142,39.4289135,243.7,1.36,1.3737
ICG-Field-22,2020,27,0,12,-88.060864,39.4289251,229.2,2.1,1.3737
ICG-Field-22,2020,25,0,12,-88.059587,39.4289368,265.7,0.74,1.3737
ICG-Field-22,2020,15,0,12,-88.060176,39.429472,304.9,1.06,1.4562
ICG-Field-22,2020,19,0,12,-88.061567,39.4292791,261.3,0.66,1.4387
ICG-Field-22,2020,10,0,12,-88.060875,39.4296459,253.6,1.84,1.3737
ICG-Field-22,2020,16,0,12,-88.060299,39.4299214,339.3,1.32,1.3737
ICG-Field-22,2020,26,0,12,-88.061466,39.4302712,292,0.72,1.4328
ICG-Field-22,2020,14,0,12,-88.062048,39.430356,312.4,0.68,1.4443
ICG-Field-22,2020,9,0,12,-88.062408,39.4310735,351.6,0.83,1.4323
ICG-Field-22,2020,31,0,12,-88.061587,39.4306305,322.9,1.18,1.4214
ICG-Field-22,2020,4,0,12,-88.061121,39.4305447,308.9,0.98,1.4353
ICG-Field-22,2020,23,0,12,-88.059837,39.4301059,261.3,1.03,1.3737
ICG-Field-22,2020,12,0,12,-88.060543,39.4307301,325.5,0.72,1.4783
ICG-Field-22,2020,3,0,12,-88.061597,39.4312612,249.7,0.7,1.4394
ICG-Field-22,2020,17,0,12,-88.061946,39.431258,245.1,0.8,1.437
ICG-Field-22,2020,21,0,12,-88.062529,39.4314329,255.9,1.02,1.422
ICG-Field-22,2020,13,0,12,-88.063001,39.4318791,308.9,1.15,1.4164
ICG-Field-22,2020,18,0,12,-88.06277,39.4319713,294.5,0.61,1.4431
ICG-Field-22,2020,11,0,12,-88.062781,39.432692,283.9,0.82,1.4293
ICG-Field-22,2020,24,0,12,-88.062075,39.4321578,255.2,0.72,1.4235
ICG-Field-22,2020,22,0,12,-88.061136,39.4315357,229,0.76,1.4634
ICG-Field-22,2020,2,0,12,-88.060202,39.4311838,227,1.63,1.3737
ICG-Field-22,2020,1,0,12,-88.06056,39.4318112,259.7,1.14,1.4685
ICG-Field-22,2020,28,0,12,-88.060796,39.4320794,198.1,1.99,1.4713
ICG-Field-22,2020,32,0,12,-88.060333,39.4321737,288.9,0.76,1.4713
ICG-Field-22,2020,5,0,12,-88.060338,39.4325341,308.5,0.63,1.4787
ICG-Field-22,2020,6,0,12,-88.060572,39.4326221,261.7,0.72,1.4447
ICG-Field-22,2020,29,0,12,-88.061039,39.432798,335.7,0.53,1.4361
ICG-Field-22,2020,8,0,12,-88.059647,39.4329008,275.4,1.42,1.4168
ICG-Field-19,2020,30,0,12,-88.139109,39.3624078,183.7,0.69,1.4042
ICG-Field-19,2020,29,0,12,-88.138526,39.3622333,286.6,1.17,1.4452
ICG-Field-19,2020,31,0,12,-88.137481,39.3622435,366.3,0.68,1.3706
ICG-Field-19,2020,25,0,12,-88.136088,39.3622571,359.6,1,1.4491
ICG-Field-19,2020,19,0,12,-88.135984,39.362979,331.1,0.96,1.4376
ICG-Field-19,2020,14,0,12,-88.136913,39.3629699,284.3,1.55,1.4638
ICG-Field-19,2020,6,0,12,-88.137961,39.36323,311.7,0.85,1.4445
ICG-Field-19,2020,16,0,12,-88.13739,39.3637762,377,0.74,1.3706
ICG-Field-19,2020,7,0,12,-88.136918,39.3633303,254.9,1.27,1.4204
ICG-Field-19,2020,27,0,12,-88.136232,39.3639677,319.2,0.54,1.3677
ICG-Field-19,2020,4,0,12,-88.135778,39.3646029,427.3,0.54,1.3905
ICG-Field-19,2020,26,0,12,-88.137175,39.3648595,323.4,1.05,1.3706
ICG-Field-19,2020,28,0,12,-88.137989,39.3649417,339,0.78,1.4067
ICG-Field-19,2020,23,0,12,-88.138102,39.3647604,333.8,0.64,1.3991
ICG-Field-19,2020,3,0,12,-88.138339,39.3650284,291.7,0.89,1.2886
ICG-Field-19,2020,18,0,12,-88.13811,39.3652108,366,0.74,1.4054
ICG-Field-19,2020,15,0,12,-88.137535,39.3655769,414.7,0.49,1.4116
ICG-Field-19,2020,9,0,12,-88.137299,39.3653089,441,0.57,1.4001
ICG-Field-19,2020,5,0,12,-88.135921,39.3662234,393.7,0.58,1.3894
ICG-Field-19,2020,10,0,12,-88.135587,39.3671277,371.8,0.77,1.3905
ICG-Field-19,2020,8,0,12,-88.13594,39.3673945,357.7,0.84,1.3946
ICG-Field-19,2020,11,0,12,-88.136524,39.3676591,364.7,0.53,1.3712
ICG-Field-19,2020,2,0,12,-88.136652,39.3683787,335.9,0.66,1.4171
ICG-Field-19,2020,20,0,12,-88.137701,39.3686388,351.7,0.48,1.4171
ICG-Field-19,2020,1,0,12,-88.138164,39.3685442,382.8,0.61,1.3712
ICG-Field-19,2020,22,0,12,-88.138499,39.3677299,303.7,0.7,1.3509
ICG-Field-19,2020,17,0,12,-88.138256,39.3671016,430.9,0.67,1.4214
ICG-Field-19,2020,12,0,12,-88.138018,39.3667435,361.1,0.65,1.3933
ICG-Field-19,2020,21,0,12,-88.139391,39.3654686,327.8,0.75,1.2886
ICG-Field-19,2020,32,0,12,-88.138458,39.3652074,310.8,0.73,1.2886
ICG-Field-19,2020,13,0,12,-88.138677,39.3643943,329.1,0.65,1.3949
ICG-Field-19,2020,24,0,12,-88.139012,39.3638319,347.5,0.64,1.4171
ICG-Field-18,2020,10,0,12,-88.124693,39.3537334,413.2,0.65,1.3706
ICG-Field-18,2020,17,0,12,-88.12713,39.3537099,270.3,0.64,1.3706
ICG-Field-18,2020,9,0,12,-88.128411,39.3539678,407.8,0.64,1.4171
ICG-Field-18,2020,14,0,12,-88.127958,39.354693,328.4,0.66,1.3706
ICG-Field-18,2020,11,0,12,-88.1282,39.3553214,298.8,0.58,1.4171
ICG-Field-18,2020,16,0,12,-88.127754,39.3564069,299.6,0.66,1.4173
ICG-Field-18,2020,28,0,12,-88.127536,39.3573101,327.8,0.67,1.3987
ICG-Field-18,2020,18,0,12,-88.129278,39.3573833,351.7,0.72,1.4171
ICG-Field-18,2020,23,0,12,-88.129738,39.3571085,356.4,0.63,1.4553
ICG-Field-18,2020,1,0,12,-88.129271,39.3569329,304.2,0.6,1.4171
ICG-Field-18,2020,22,0,12,-88.12891,39.3561254,304.9,1.27,1.4171
ICG-Field-18,2020,12,0,12,-88.128556,39.3557684,352.3,0.65,1.3706
ICG-Field-18,2020,30,0,12,-88.128666,39.355407,309.5,0.77,1.3706
ICG-Field-18,2020,25,0,12,-88.128778,39.3551356,312.5,0.76,1.3706
ICG-Field-18,2020,8,0,12,-88.129126,39.3551322,395.8,1.02,1.4313
ICG-Field-18,2020,20,0,12,-88.129133,39.3555826,362.3,0.89,1.3706
ICG-Field-18,2020,21,0,12,-88.129023,39.3559441,320.9,0.7,1.4171
ICG-Field-18,2020,4,0,12,-88.130182,39.3558428,288,0.57,1.4171
ICG-Field-18,2020,5,0,12,-88.129706,39.3551265,425.5,1.12,1.4224
ICG-Field-18,2020,29,0,12,-88.129703,39.3549464,302.7,1.2,1.4313
ICG-Field-18,2020,13,0,12,-88.129932,39.3547639,247.2,1.46,1.4313
ICG-Field-18,2020,26,0,12,-88.130276,39.3544903,338.4,1.19,1.4313
ICG-Field-18,2020,6,0,12,-88.129232,39.3545004,353.7,0.7,1.3706
ICG-Field-18,2020,7,0,12,-88.129219,39.3536896,300.5,0.67,1.3706
ICG-Field-18,2020,27,0,12,-88.128868,39.3535128,265.5,0.8,1.3706
ICG-Field-18,2020,31,0,12,-88.129093,39.3530601,349.7,0.91,1.3706
ICG-Field-18,2020,24,0,12,-88.129435,39.3526964,333.8,0.8,1.3706
ICG-Field-18,2020,3,0,12,-88.127113,39.3526288,264.7,1.17,1.4402
ICG-Field-18,2020,15,0,12,-88.127234,39.352988,256.7,1.06,1.443
ICG-Field-18,2020,19,0,12,-88.125611,39.3530938,280.4,0.86,1.3706
ICG-Field-18,2020,2,0,12,-88.123982,39.3528392,382.1,0.63,1.4171
ICG-Field-18,2020,32,0,12,-88.124455,39.3533753,252,0.7,1.3706
ICG-Field-27,2020,9,0,12,-87.769995,40.3803205,207,1.23,1.3686
ICG-Field-27,2020,20,0,12,-87.770002,40.3809511,237.9,1.68,1.3725
ICG-Field-27,2020,4,0,12,-87.77001,40.3815817,142.4,1.11,1.3755
ICG-Field-27,2020,5,0,12,-87.770138,40.3824817,269.5,1.11,1.3561
ICG-Field-27,2020,2,0,12,-87.770258,40.3826611,264.1,1.54,1.3599
ICG-Field-27,2020,15,0,12,-87.77026,40.3828413,243.4,1.62,1.3588
ICG-Field-27,2020,12,0,12,-87.770969,40.3831068,230,1.52,1.373
ICG-Field-27,2020,6,0,12,-87.770844,40.382477,172.6,1.14,1.3719
ICG-Field-27,2020,18,0,12,-87.771077,40.3822052,280.3,1.21,1.3776
ICG-Field-27,2020,7,0,12,-87.770607,40.3822984,264.3,1.3,1.37
ICG-Field-27,2020,14,0,12,-87.770837,40.3818464,241.7,0.91,1.3768
ICG-Field-27,2020,16,0,12,-87.7713,40.3811226,207.6,1.07,1.3567
ICG-Field-27,2020,8,0,12,-87.771456,40.3818861,205.5,1.25,1.3571
ICG-Field-27,2020,3,0,12,-87.771574,40.3823013,279.4,1.14,1.3705
ICG-Field-27,2020,19,0,12,-87.771789,40.3826509,255.3,1.61,1.3793
ICG-Field-27,2020,21,0,12,-87.772375,40.3823767,268.1,1.36,1.3763
ICG-Field-27,2020,17,0,12,-87.772252,40.3819271,255.4,2.25,1.284
ICG-Field-27,2020,1,0,12,-87.772008,40.381208,204.6,2.41,1.2656
ICG-Field-27,2020,13,0,12,-87.772239,40.380756,261,2.16,1.264
ICG-Field-27,2020,11,0,12,-87.771766,40.3806691,229.2,2.6,1.3628
ICG-Field-27,2020,10,0,12,-87.771057,40.3804936,322.6,1.39,1.2626
ICG-Field-27,2020,22,0,12,-87.771172,40.3802226,319.7,1.23,1.2512
ICG-Field-26,2020,14,0,12,-87.778565,40.3866982,188.4,0.99,1.3212
ICG-Field-26,2020,11,0,12,-87.77819,40.3848088,228,1.96,1.3089
ICG-Field-26,2020,26,0,12,-87.777356,40.3840036,247.9,1.54,1.2596
ICG-Field-26,2020,6,0,12,-87.777249,40.3849052,259.6,2.28,1.2663
ICG-Field-26,2020,7,0,12,-87.777255,40.3854457,245.2,1.75,1.263
ICG-Field-26,2020,4,0,12,-87.777617,40.386164,239.4,1.39,1.2641
ICG-Field-26,2020,31,0,12,-87.777618,40.3862541,231.9,1.48,1.2641
ICG-Field-26,2020,9,0,12,-87.776794,40.3863497,188.1,1.32,1.3656
ICG-Field-26,2020,29,0,12,-87.776075,40.3852735,205.3,1.54,1.2469
ICG-Field-26,2020,3,0,12,-87.776181,40.3842818,225.3,1.47,1.3566
ICG-Field-26,2020,12,0,12,-87.774766,40.3842012,240.5,1.26,1.3652
ICG-Field-26,2020,20,0,12,-87.774065,40.3846563,192.9,2.22,1.2673
ICG-Field-26,2020,22,0,12,-87.774544,40.3853738,265.9,1.41,1.3619
ICG-Field-26,2020,28,0,12,-87.774665,40.3856433,243.1,1.52,1.2802
ICG-Field-26,2020,16,0,12,-87.774315,40.3859159,238.6,2.25,1.2968
ICG-Field-26,2020,30,0,12,-87.773599,40.3851099,242.7,2.3,1.2411
ICG-Field-26,2020,32,0,12,-87.772422,40.3852079,238.3,2.09,1.2542
ICG-Field-26,2020,18,0,12,-87.772305,40.3852987,197.9,2.16,1.3538
ICG-Field-26,2020,27,0,12,-87.772196,40.3861103,251.5,1.44,1.3623
ICG-Field-26,2020,8,0,12,-87.771366,40.3855753,266.1,1.34,1.3672
ICG-Field-26,2020,25,0,12,-87.771715,40.3852126,230.6,1.08,1.3628
ICG-Field-26,2020,5,0,12,-87.771356,40.3847645,293.9,1.42,1.3676
ICG-Field-26,2020,19,0,12,-87.771353,40.3844943,247.7,1.24,1.26
ICG-Field-26,2020,2,0,12,-87.770292,40.3844112,350.9,1.33,1.364
ICG-Field-26,2020,13,0,12,-87.770535,40.3850403,273.7,1.48,1.3565
ICG-Field-26,2020,17,0,12,-87.770193,40.3860335,269,1.04,1.348
ICG-Field-26,2020,15,0,12,-87.770078,40.3863046,314.8,1.89,1.3571
ICG-Field-26,2020,10,0,12,-87.772085,40.3866516,268.3,1.41,1.3641
ICG-Field-26,2020,24,0,12,-87.775737,40.3866271,306.7,1.62,1.3684
ICG-Field-26,2020,23,0,12,-87.776798,40.3867101,346.8,1.07,1.3754
ICG-Field-26,2020,21,0,12,-87.777035,40.3867986,312,1.14,1.3715
ICG-Field-26,2020,1,0,12,-87.777386,40.386616,301.6,1.44,1.2599
ICG-Field-28,2020,5,0,12,-87.788915,40.3653812,130.6,1.78,1.2794
ICG-Field-28,2020,21,0,12,-87.796338,40.3656907,224.9,2.46,1.2987
ICG-Field-28,2020,24,0,12,-87.796582,40.3664097,242.8,2.67,1.2891
ICG-Field-28,2020,27,0,12,-87.796704,40.3667692,234.1,2.53,1.2905
ICG-Field-28,2020,22,0,12,-87.796356,40.3672221,171.8,2.88,1.369
ICG-Field-28,2020,3,0,12,-87.79588,40.3667749,138.2,1.6,1.3653
ICG-Field-28,2020,14,0,12,-87.795526,40.3666872,157.9,1.83,1.3623
ICG-Field-28,2020,12,0,12,-87.792936,40.3667951,215.4,2.06,1.2821
ICG-Field-28,2020,6,0,12,-87.793174,40.3670638,142.9,1.64,1.3874
ICG-Field-28,2020,23,0,12,-87.792943,40.3674257,144.6,2.21,1.3818
ICG-Field-28,2020,17,0,12,-87.79259,40.3674281,210.7,1.95,1.2906
ICG-Field-28,2020,25,0,12,-87.793778,40.3683209,118.8,1.56,1.3902
ICG-Field-28,2020,19,0,12,-87.792952,40.3681464,121.7,2.45,1.3819
ICG-Field-28,2020,15,0,12,-87.791416,40.3677965,151.3,1.81,1.3793
ICG-Field-28,2020,10,0,12,-87.789526,40.3672689,116.2,1.87,1.3433
ICG-Field-28,2020,2,0,12,-87.788813,40.3667332,152.5,1.22,1.3772
ICG-Field-28,2020,28,0,12,-87.788685,40.3659233,147.6,1.52,1.3704
ICG-Field-28,2020,30,0,12,-87.789151,40.3654696,114.2,3.01,1.2794
ICG-Field-28,2020,7,0,12,-87.789276,40.3660994,143.2,1.35,1.3619
ICG-Field-28,2020,13,0,12,-87.789626,40.3657367,145.3,2.39,1.3884
ICG-Field-28,2020,11,0,12,-87.789864,40.3660053,125.5,1.79,1.3774
ICG-Field-28,2020,20,0,12,-87.790455,40.3661815,119.6,1.89,1.3022
ICG-Field-28,2020,8,0,12,-87.790228,40.3669038,125.1,1.41,1.2472
ICG-Field-28,2020,16,0,12,-87.791412,40.3674362,111.8,2.24,1.2753
ICG-Field-28,2020,32,0,12,-87.791404,40.3667155,126,1.69,1.2426
ICG-Field-28,2020,29,0,12,-87.792346,40.3667091,123.5,2.72,1.301
ICG-Field-28,2020,31,0,12,-87.790333,40.3658219,138.1,2.51,1.3791
ICG-Field-28,2020,4,0,12,-87.790449,40.365641,146.1,2.24,1.3791
ICG-Field-28,2020,26,0,12,-87.792335,40.3658082,154.5,2.29,1.2667
ICG-Field-28,2020,1,0,12,-87.792573,40.3659868,107.1,2.74,1.3609
ICG-Field-28,2020,18,0,12,-87.792923,40.3657141,252.5,2.12,1.3714
ICG-Field-28,2020,9,0,12,-87.793746,40.3656184,240.5,2.51,1.2493
ICG-Field-34,2020,21,0,12,-89.907457,38.0187036,360.8,0.63,1.375
ICG-Field-34,2020,13,0,12,-89.906664,38.0188133,311.2,0.64,1.3838
ICG-Field-34,2020,5,0,12,-89.906653,38.0185433,322.7,0.64,1.4168
ICG-Field-34,2020,8,0,12,-89.906511,38.017826,253.3,0.5,1.3854
ICG-Field-34,2020,17,0,12,-89.905712,38.0179002,198,0.57,1.3922
ICG-Field-34,2020,11,0,12,-89.904932,38.0182254,378.6,0.59,1.3961
ICG-Field-34,2020,15,0,12,-89.904701,38.018141,235.9,0.67,1.3961
ICG-Field-34,2020,14,0,12,-89.904484,38.0184167,274.2,0.53,1.4015
ICG-Field-34,2020,3,0,12,-89.904602,38.0185039,196.2,0.47,1.4015
ICG-Field-34,2020,1,0,12,-89.904395,38.0190496,300.2,1.05,1.3982
ICG-Field-34,2020,6,0,12,-89.904043,38.018788,222,0.71,1.407
ICG-Field-34,2020,20,0,12,-89.903379,38.0192549,268,0.44,1.4059
ICG-Field-34,2020,10,0,12,-89.903283,38.0197078,212.1,0.82,1.3964
ICG-Field-34,2020,2,0,12,-89.9034,38.019795,370.6,0.85,1.3967
ICG-Field-34,2020,9,0,12,-89.904029,38.0213112,223.7,0.54,1.3871
ICG-Field-34,2020,18,0,12,-89.904708,38.0212043,194.6,0.51,1.4077
ICG-Field-34,2020,4,0,12,-89.905046,38.0211058,233.1,0.58,1.3922
ICG-Field-34,2020,16,0,12,-89.904865,38.0193984,298.2,0.65,1.392
ICG-Field-34,2020,19,0,12,-89.905668,38.0195587,173.5,0.97,1.3909
ICG-Field-34,2020,7,0,12,-89.905661,38.0193787,299.6,0.69,1.3853
ICG-Field-34,2020,12,0,12,-89.905427,38.0192043,330.5,0.62,1.3935
ICG-Field-34,2020,22,0,12,-89.905857,38.018563,289,0.76,1.4083
ICG-Field-31,2020,11,0,12,-89.931823,38.0334174,264.6,0.75,1.4031
ICG-Field-31,2020,12,0,12,-89.932282,38.033496,272.5,0.84,1.3929
ICG-Field-31,2020,3,0,12,-89.932609,38.0331275,263.3,0.67,1.4089
ICG-Field-31,2020,5,0,12,-89.933061,38.0330261,262.5,0.69,1.4523
ICG-Field-31,2020,22,0,12,-89.933736,38.032829,279.1,0.69,1.3885
ICG-Field-31,2020,8,0,12,-89.933957,38.0326433,278.8,0.77,1.4192
ICG-Field-31,2020,4,0,12,-89.934074,38.0327305,284,0.85,1.4192
ICG-Field-31,2020,7,0,12,-89.934192,38.0328177,298.8,0.85,1.3603
