field,year,point,start_depth,end_depth,lon,lat,dry_weight,soc,bd,soc (t/ha)
ICG-Field-9,2020,3,0,12,-88.197453,40.6861408,129.8,3.07,1.3895,130.0205172
ICG-Field-9,2020,13,0,12,-88.197218,40.6862334,117.8,1.93,1.3892,81.72163488
ICG-Field-9,2020,9,0,12,-88.195442,40.6861617,127.4,2.45,1.3896,103.7697696
ICG-Field-9,2020,31,0,12,-88.195587,40.6871009,155.8,2.33,1.3896,98.68716864
ICG-Field-9,2020,18,0,12,-88.196874,40.6868675,137.8,2.06,1.3896,87.25131648
ICG-Field-9,2020,20,0,12,-88.196524,40.6871414,198.8,2.47,1.3896,104.6168698
ICG-Field-9,2020,28,0,12,-88.195827,40.6878693,95.6,1.96,1.3697,81.82697376
ICG-Field-9,2020,8,0,12,-88.196777,40.6880396,145.1,1.43,1.3928,60.70713792
ICG-Field-9,2020,4,0,12,-88.197143,40.6886664,121.9,2.69,1.3672,112.0983686
ICG-Field-9,2020,2,0,12,-88.19679,40.6887602,196.4,2.79,1.3835,117.6517332
ICG-Field-9,2020,6,0,12,-88.194889,40.6883294,177.2,2.95,1.3896,124.9472736
ICG-Field-9,2020,15,0,12,-88.195248,40.688596,199.7,3.16,1.3883,133.7166134
ICG-Field-9,2020,32,0,12,-88.195368,40.6886848,199.3,1.98,1.3896,83.86291584
ICG-Field-9,2020,23,0,12,-88.195499,40.6894041,184.6,2.39,1.3878,101.0973442
ICG-Field-9,2020,19,0,12,-88.195858,40.6895806,180.4,2.51,1.3671,104.5897121
ICG-Field-9,2020,12,0,12,-88.196686,40.689572,223.3,2.01,1.3832,84.74147136
ICG-Field-8,2020,15,0,12,-88.181031,40.6887962,505.4,2.01,1.3896,85.13356608
ICG-Field-8,2020,1,0,12,-88.181234,40.689423,353.8,2.26,1.5,103.3272
ICG-Field-8,2020,10,0,12,-88.180925,40.689518,279.6,2.35,1.3896,99.5342688
ICG-Field-8,2020,22,0,12,-88.180781,40.6898068,308.8,2.2,1.3896,93.1810176
ICG-Field-8,2020,13,0,12,-88.181641,40.689871,377.2,2.04,1.5,93.2688
ICG-Field-8,2020,5,0,12,-88.181993,40.6896872,340.7,2.17,1.3809,91.33493544
ICG-Field-8,2020,12,0,12,-88.182582,40.689501,380.1,2.13,1.3781,89.46955944
ICG-Field-8,2020,9,0,12,-88.182818,40.6894986,370.1,1.88,1.3896,79.62741504
ICG-Field-8,2020,17,0,12,-88.184005,40.6896666,357.1,1.89,1.3896,80.05096512
ICG-Field-8,2020,21,0,12,-88.183284,40.6890434,373.3,2.02,1.3896,85.55711616
ICG-Field-8,2020,18,0,12,-88.182451,40.6887817,328.6,2.78,1.3896,117.7469222
ICG-Field-8,2020,3,0,12,-88.183042,40.6887756,354.7,1.72,1.3896,72.85061376
ICG-Field-8,2020,14,0,12,-88.183161,40.6887744,370.8,2.15,1.3896,91.0632672
ICG-Field-8,2020,16,0,12,-88.183394,40.6885919,383.6,2.41,1.3896,102.0755693
ICG-Field-8,2020,11,0,12,-88.184336,40.6883119,428.4,2.15,1.3896,91.0632672
ICG-Field-8,2020,6,0,12,-88.18326,40.6876924,422,2.19,1.3292,88.72569504
ICG-Field-8,2020,4,0,12,-88.182431,40.6877009,468.1,1.74,1.269,67.3016688
ICG-Field-8,2020,20,0,12,-88.181961,40.6878859,404.7,2.08,1.3896,88.09841664
ICG-Field-8,2020,19,0,12,-88.182304,40.6871617,425.9,1.99,1.3896,84.28646592
ICG-Field-8,2020,2,0,12,-88.181359,40.6872614,416.9,2.2,1.3896,93.1810176
ICG-Field-8,2020,8,0,12,-88.18065,40.6873588,398.7,2.47,1.3896,104.6168698
ICG-Field-8,2020,7,0,12,-88.18078,40.687988,406.2,2.39,1.3855,100.9297956
ICG-Field-12,2020,3,0,12,-87.665113,40.3642997,142.6,2.67,1.4236,115.8548458
ICG-Field-12,2020,20,0,12,-87.664523,40.364213,127.4,2.53,1.3731,105.8857826
ICG-Field-12,2020,40,0,12,-87.664399,40.3635831,153.8,1.35,1.3943,57.3726564
ICG-Field-12,2020,56,0,12,-87.665096,40.3625881,229.7,1.74,1.404,74.4614208
ICG-Field-12,2020,47,0,12,-87.665331,40.3624966,139.6,2.13,1.377,89.3981448
ICG-Field-12,2020,34,0,12,-87.665092,40.3622277,237.8,1.49,1.4607,66.33798264
ICG-Field-12,2020,42,0,12,-87.663915,40.3622345,176.2,1.2,1.3688,50.0652288
ICG-Field-12,2020,24,0,12,-87.664032,40.3621437,232,1.1,1.4002,46.9459056
ICG-Field-12,2020,25,0,12,-87.663912,40.3619642,181.6,1.29,1.4002,55.05474384
ICG-Field-12,2020,31,0,12,-87.664498,40.3616906,178.1,1.61,1.3584,66.66049152
ICG-Field-12,2020,50,0,12,-87.664258,40.3612415,156.6,1.25,1.3798,52.57038
ICG-Field-12,2020,41,0,12,-87.664487,40.3605195,142.3,1.25,1.404,53.4924
ICG-Field-12,2020,14,0,12,-87.663662,40.3605242,179.9,1.7,1.3863,71.8325208
ICG-Field-12,2020,2,0,12,-87.662953,40.360258,190.1,1.25,1.4093,53.69433
ICG-Field-12,2020,49,0,12,-87.663422,40.3600751,154.6,1.1,1.3753,46.1110584
ICG-Field-12,2020,37,0,12,-87.664705,40.3588065,147.6,2.09,1.428,90.9681696
ICG-Field-12,2020,53,0,12,-87.664233,40.358629,95.3,2.26,1.3501,93.00136848
ICG-Field-12,2020,19,0,12,-87.664461,40.357907,170.7,2.14,1.4905,97.2211416
ICG-Field-12,2020,26,0,12,-87.663166,40.3579144,212.7,2.39,1.406,102.4231632
ICG-Field-12,2020,12,0,12,-87.662817,40.3583668,154.9,1.9,1.4301,82.8199512
ICG-Field-12,2020,52,0,12,-87.662106,40.3579205,143.9,1.78,1.3945,75.6577608
ICG-Field-12,2020,32,0,12,-87.661865,40.3573813,262.2,1.24,1.393,52.6487136
ICG-Field-12,2020,38,0,12,-87.662215,40.3570189,204.5,1.53,1.4018,65.37210192
ICG-Field-12,2020,15,0,12,-87.663502,40.3562007,198.3,1.48,1.4143,63.79963872
ICG-Field-12,2020,27,0,12,-87.663029,40.3559332,224.3,1.39,1.3967,59.17426824
ICG-Field-12,2020,33,0,12,-87.662317,40.3553967,163.3,1.12,1.3729,46.86751104
ICG-Field-12,2020,55,0,12,-87.664077,40.354756,167.3,1.6,1.4004,68.2947072
ICG-Field-12,2020,29,0,12,-87.66289,40.3538619,215.2,1.26,1.3954,53.59005792
ICG-Field-12,2020,57,0,12,-87.660645,40.3530639,189.3,1.5,1.3402,61.273944
ICG-Field-12,2020,6,0,12,-87.652992,40.3531974,296.5,0.48,1.5636,22.87609344
ICG-Field-12,2020,44,0,12,-87.651817,40.3534743,222.9,1.15,1.3858,48.5750616
ICG-Field-12,2020,5,0,12,-87.654408,40.3534597,210.3,1.33,1.3214,53.56744176
ICG-Field-12,2020,35,0,12,-87.657353,40.3535331,155.9,1.19,1.3329,48.34588248
ICG-Field-12,2020,18,0,12,-87.660533,40.3536051,217.6,1.26,1.3869,53.26361712
ICG-Field-12,2020,17,0,12,-87.662188,40.3543163,214.1,1.23,1.3849,51.92045496
ICG-Field-12,2020,43,0,12,-87.661365,40.3544111,182.1,1.06,1.374,44.3922912
ICG-Field-12,2020,46,0,12,-87.661607,40.3550404,224.2,1.2,1.3985,51.151536
ICG-Field-12,2020,23,0,12,-87.661259,40.3555829,226.6,1.2,1.2887,47.1354912
ICG-Field-12,2020,21,0,12,-87.662088,40.3561187,137.2,1.21,1.3539,49.93291512
ICG-Field-12,2020,39,0,12,-87.661621,40.3564818,249.6,1.33,1.4054,56.97266736
ICG-Field-12,2020,4,0,12,-87.661153,40.3568448,119.6,1.27,1.4054,54.40247184
ICG-Field-12,2020,54,0,12,-87.661399,40.3579245,176.9,1.62,1.4001,69.13357776
ICG-Field-12,2020,28,0,12,-87.661774,40.3600846,117.4,2.04,1.3733,85.39069536
ICG-Field-12,2020,30,0,12,-87.66201,40.3601733,140.3,1.67,1.3016,66.25352256
ICG-Field-12,2020,16,0,12,-87.661305,40.3603575,168.9,1.8,1.3587,74.5437168
ICG-Field-12,2020,11,0,12,-87.661661,40.3606258,130.6,2.21,1.3584,91.50291072
ICG-Field-12,2020,22,0,12,-87.661547,40.3609868,93.2,1.71,1.3774,71.79118992
ICG-Field-12,2020,7,0,12,-87.661669,40.3614365,130.3,2.05,1.3595,84.946998
ICG-Field-12,2020,1,0,12,-87.662264,40.3620638,186.1,1.06,1.3954,45.08369952
ICG-Field-12,2020,48,0,12,-87.662616,40.3618816,201,1.3,1.3948,55.2675552
ICG-Field-12,2020,10,0,12,-87.663088,40.361969,157.6,1.24,1.3976,52.82257152
ICG-Field-12,2020,13,0,12,-87.662857,40.3625108,180.1,1.2,1.391,50.877216
ICG-Field-12,2020,8,0,12,-87.66133,40.3628799,208,0.96,1.3959,40.84515072
ICG-Field-12,2020,51,0,12,-87.662396,40.3635045,218.9,0.97,1.3948,41.23809888
ICG-Field-12,2020,9,0,12,-87.66228,40.3636853,246.4,0.99,1.4127,42.62850504
ICG-Field-12,2020,45,0,12,-87.661575,40.3638695,234.4,1.2,1.3848,50.6504448
ICG-Field-12,2020,36,0,12,-87.662523,40.3644047,182.8,1.31,1.4167,56.56713096
ICG-Field-11,2020,28,0,12,-87.733968,40.240338,109.8,2.32,1.3141,92.92474176
ICG-Field-11,2020,60,0,12,-87.734437,40.240245,127.1,2.12,1.3073,84.47458848
ICG-Field-11,2020,56,0,12,-87.734672,40.2402435,93.4,2.09,1.3074,83.28556368
ICG-Field-11,2020,10,0,12,-87.735842,40.2396955,130.4,1.76,1.3343,71.57825664
ICG-Field-11,2020,27,0,12,-87.735487,40.2395176,303.1,2.32,1.3254,93.72380544
ICG-Field-11,2020,33,0,12,-87.736542,40.2392406,146.1,1.48,1.308,59.0044032
ICG-Field-11,2020,29,0,12,-87.734074,40.2392562,114.4,1.96,1.3174,78.70252992
ICG-Field-11,2020,6,0,12,-87.734539,40.2388028,120,2.11,1.3765,88.5265692
ICG-Field-11,2020,13,0,12,-87.734181,40.2383546,145.3,1.41,1.3942,59.91825456
ICG-Field-11,2020,38,0,12,-87.733707,40.2379973,123,2.01,1.3113,80.33653224
ICG-Field-11,2020,15,0,12,-87.735711,40.238435,141.3,1.53,1.3313,62.08437672
ICG-Field-11,2020,12,0,12,-87.736063,40.2384328,118.6,2.41,1.3926,102.2959397
ICG-Field-11,2020,5,0,12,-87.736289,40.2375304,114.2,2.51,1.3442,102.8377522
ICG-Field-11,2020,1,0,12,-87.736168,40.2372609,154.3,1.3,1.3381,53.0208744
ICG-Field-11,2020,4,0,12,-87.733229,40.2372796,155.3,1.68,1.3772,70.52145408
ICG-Field-11,2020,40,0,12,-87.732406,40.2372848,111.2,1.66,1.3528,68.44735104
ICG-Field-11,2020,11,0,12,-87.732981,40.2360198,126,2.07,1.3539,85.42242504
ICG-Field-11,2020,55,0,12,-87.733569,40.2361062,171.8,1.34,1.3284,54.25610688
ICG-Field-11,2020,23,0,12,-87.733805,40.2361948,140.8,1.32,1.4098,56.72132928
ICG-Field-11,2020,32,0,12,-87.73428,40.2366422,113.1,2.28,1.4154,98.36237376
ICG-Field-11,2020,20,0,12,-87.734636,40.2369103,182.7,1.24,1.4098,53.28367296
ICG-Field-11,2020,58,0,12,-87.735217,40.2362759,195.6,0.64,1.3262,25.87044864
ICG-Field-11,2020,22,0,12,-87.736158,40.23636,186.6,0.76,1.4098,32.65773504
ICG-Field-11,2020,35,0,12,-87.736389,40.2359081,131.4,1.65,1.4098,70.9016616
ICG-Field-11,2020,61,0,12,-87.737211,40.2359029,115,1.67,1.3172,67.04758752
ICG-Field-11,2020,24,0,12,-87.73367,40.234574,132.2,1.73,1.3542,71.40750768
ICG-Field-11,2020,7,0,12,-87.732851,40.2349395,57,2.64,1.3429,108.0594029
ICG-Field-11,2020,41,0,12,-87.730853,40.2349522,137.6,2.26,1.339,92.2367472
ICG-Field-11,2020,47,0,12,-87.729679,40.2350497,153.2,1.94,1.3657,80.75547984
ICG-Field-11,2020,46,0,12,-87.728624,40.2353266,110.3,2.5,1.3458,102.54996
ICG-Field-11,2020,43,0,12,-87.728743,40.235506,112.8,1.68,1.3458,68.91357312
ICG-Field-11,2020,9,0,12,-87.729566,40.2355008,47.9,1.31,1.3865,55.3612812
ICG-Field-11,2020,50,0,12,-87.730866,40.2361233,138.4,1.51,1.347,61.9954056
ICG-Field-11,2020,36,0,12,-87.730635,40.2364851,111.8,1.31,1.3297,53.09332536
ICG-Field-11,2020,44,0,12,-87.730164,40.2364881,88.9,1.78,1.3991,75.90733104
ICG-Field-11,2020,3,0,12,-87.72981,40.2363101,123.4,1.56,1.3815,65.6886672
ICG-Field-11,2020,54,0,12,-87.728988,40.2364054,156.6,1.58,1.3947,67.16652048
ICG-Field-11,2020,16,0,12,-87.728756,40.2366772,115.6,1.59,1.3919,67.45592808
ICG-Field-11,2020,59,0,12,-87.728525,40.2371291,102.2,1.38,1.3896,58.44991104
ICG-Field-11,2020,17,0,12,-87.728878,40.2371269,122.6,1.29,1.3896,54.63796032
ICG-Field-11,2020,39,0,12,-87.729824,40.2376614,124.6,1.3,1.3847,54.8673528
ICG-Field-11,2020,42,0,12,-87.730057,40.2374798,111.7,1.4,1.3002,55.4821344
ICG-Field-11,2020,51,0,12,-87.730177,40.2376592,140.4,1.28,1.3847,54.02323968
ICG-Field-11,2020,48,0,12,-87.73088,40.2374746,137.4,1.5,1.3221,60.446412
ICG-Field-11,2020,49,0,12,-87.731235,40.2376525,110.9,1.98,1.337,80.6884848
ICG-Field-11,2020,52,0,12,-87.731354,40.237832,126.1,1.97,1.3763,82.64075928
ICG-Field-11,2020,31,0,12,-87.731477,40.2382817,148.6,1.36,1.3838,57.36238464
ICG-Field-11,2020,37,0,12,-87.7316,40.2388214,120.4,1.62,1.3905,68.6595528
ICG-Field-11,2020,8,0,12,-87.732191,40.239088,104.8,1.9,1.3188,76.3743456
ICG-Field-11,2020,25,0,12,-87.732427,40.2391766,117.6,1.79,1.3861,75.62450712
ICG-Field-11,2020,34,0,12,-87.731842,40.2394506,93,2.43,1.3885,102.8411964
ICG-Field-11,2020,57,0,12,-87.72866,40.2387499,99.6,1.58,1.3823,66.56935632
ICG-Field-11,2020,18,0,12,-87.72937,40.2391959,135.7,1.73,1.3271,69.97851384
ICG-Field-11,2020,14,0,12,-87.729373,40.2394662,92.2,1.8,1.3271,72.8100144
ICG-Field-11,2020,21,0,12,-87.730435,40.2398198,81.2,2.26,1.3881,95.61899088
ICG-Field-11,2020,19,0,12,-87.730322,40.2401809,191,2.56,1.3512,105.4325146
ICG-Field-11,2020,53,0,12,-87.729383,40.240367,121.9,1.52,1.3098,60.68251008
ICG-Field-11,2020,26,0,12,-87.729272,40.2409984,156.5,1.26,1.4025,53.862732
ICG-Field-11,2020,30,0,12,-87.73092,40.2411682,218.8,2,1.3067,79.656432
ICG-Field-11,2020,2,0,12,-87.731272,40.2410758,141.9,2.09,1.3621,86.77012872
ICG-Field-11,2020,45,0,12,-87.731504,40.2408041,167.3,2.35,1.3357,95.6735196
ICG-Field-13,2020,78,0,12,-88.028542,39.3711141,259.5,0.93,1.397,39.5999208
ICG-Field-13,2020,13,0,12,-88.030059,39.3716414,321.8,1.21,1.3851,51.08359608
ICG-Field-13,2020,81,0,12,-88.030176,39.3717304,322.3,1.23,1.4083,52.79773032
ICG-Field-13,2020,17,0,12,-88.030863,39.3710936,341.6,0.84,1.4273,36.54344736
ICG-Field-13,2020,41,0,12,-88.03133,39.3712697,315.2,1.16,1.415,50.029872
ICG-Field-13,2020,3,0,12,-88.03168,39.3713567,292.2,1.18,1.4225,51.162204
ICG-Field-13,2020,4,0,12,-88.0318,39.3716259,293.7,1.34,1.3766,56.22474912
ICG-Field-13,2020,82,0,12,-88.032376,39.3713505,292.7,1.19,1.3726,49.78584912
ICG-Field-13,2020,50,0,12,-88.03307,39.3711641,331,1.16,1.4459,51.12239712
ICG-Field-13,2020,77,0,12,-88.033536,39.3712501,285.3,0.99,1.3706,41.35812912
ICG-Field-13,2020,10,0,12,-88.035036,39.3785353,257.2,0.85,1.4638,37.9241304
ICG-Field-13,2020,5,0,12,-88.033769,39.3713381,330.2,0.99,1.3706,41.35812912
ICG-Field-13,2020,39,0,12,-88.03482,39.3717793,309.7,1.28,1.2886,50.27395584
ICG-Field-13,2020,59,0,12,-88.035522,39.3721335,376.8,1.05,1.393,44.581572
ICG-Field-13,2020,15,0,12,-88.03471,39.3721407,281,1,1.3926,42.446448
ICG-Field-13,2020,29,0,12,-88.033425,39.3716115,340.8,1.59,1.397,67.7030904
ICG-Field-13,2020,58,0,12,-88.031107,39.3719024,212.2,1.58,1.3665,65.8084536
ICG-Field-13,2020,28,0,12,-88.030997,39.3722638,267.5,1.69,1.4638,75.40209456
ICG-Field-13,2020,67,0,12,-88.029145,39.3726406,254.4,1.37,1.4593,60.93686568
ICG-Field-13,2020,48,0,12,-88.031115,39.3724429,299.2,1.48,1.4358,64.76951232
ICG-Field-13,2020,32,0,12,-88.031812,39.3724368,252.3,1.58,1.4638,70.49426592
ICG-Field-13,2020,52,0,12,-88.033794,39.3730499,345.6,0.74,1.4402,32.48399904
ICG-Field-13,2020,76,0,12,-88.035306,39.3732167,290.2,0.91,1.3706,38.01605808
ICG-Field-13,2020,1,0,12,-88.034854,39.3740316,269.8,1.05,1.3476,43.1285904
ICG-Field-13,2020,16,0,12,-88.03323,39.3741362,378.8,0.72,1.4171,31.09910976
ICG-Field-13,2020,69,0,12,-88.031836,39.3740584,312,0.71,1.4171,30.66717768
ICG-Field-13,2020,53,0,12,-88.031239,39.3729825,242.2,1.37,1.4638,61.12477488
ICG-Field-13,2020,44,0,12,-88.029621,39.3734473,273,1.82,1.3971,77.50216656
ICG-Field-13,2020,49,0,12,-88.029973,39.3737145,296.3,1.29,1.3585,53.4151332
ICG-Field-13,2020,64,0,12,-88.030554,39.3737094,266.6,1.02,1.4119,43.89540624
ICG-Field-13,2020,21,0,12,-88.030912,39.374427,335.5,0.78,1.4171,33.69070224
ICG-Field-13,2020,75,0,12,-88.030567,39.3746103,262.4,0.84,1.4171,36.28229472
ICG-Field-13,2020,24,0,12,-88.030691,39.3751498,317.4,0.73,1.4171,31.53104184
ICG-Field-13,2020,20,0,12,-88.032427,39.374774,240.2,0.91,1.4413,39.97704984
ICG-Field-13,2020,62,0,12,-88.034866,39.3748425,317.8,0.88,1.4638,39.26262912
ICG-Field-13,2020,8,0,12,-88.035449,39.3750175,279.2,1.09,1.3193,43.83136776
ICG-Field-13,2020,34,0,12,-88.033716,39.3755735,246.5,0.85,1.4376,37.2453408
ICG-Field-13,2020,61,0,12,-88.03256,39.3759442,239.7,1.01,1.4535,44.7457068
ICG-Field-13,2020,60,0,12,-88.032212,39.3759473,275.7,0.99,1.419,42.8186088
ICG-Field-13,2020,31,0,12,-88.031294,39.3766763,322.9,1.1,1.4293,47.9215704
ICG-Field-13,2020,36,0,12,-88.032105,39.376579,261,0.81,1.3949,34.43840712
ICG-Field-13,2020,80,0,12,-88.032567,39.3763947,243.4,0.89,1.3802,37.44096144
ICG-Field-13,2020,54,0,12,-88.033144,39.3762093,270.4,0.87,1.4303,37.92812328
ICG-Field-13,2020,72,0,12,-88.03372,39.3758438,257.3,0.9,1.4532,39.8641824
ICG-Field-13,2020,18,0,12,-88.034077,39.3764714,322.4,0.98,1.3876,41.44816704
ICG-Field-13,2020,9,0,12,-88.033156,39.3770202,299.4,0.88,1.3585,36.4382304
ICG-Field-13,2020,66,0,12,-88.035014,39.3770037,370.8,0.85,1.379,35.727132
ICG-Field-13,2020,2,0,12,-88.035365,39.3771808,243.7,0.93,1.448,41.0455872
ICG-Field-13,2020,73,0,12,-88.035024,39.3777244,375.7,0.76,1.433,33.1951584
ICG-Field-13,2020,42,0,12,-88.034098,39.3779129,220.6,0.87,1.3393,35.51502168
ICG-Field-13,2020,65,0,12,-88.034915,39.3781759,361.9,0.89,1.4136,38.34700992
ICG-Field-13,2020,7,0,12,-88.035385,39.3785322,244.2,0.77,1.4638,34.35480048
ICG-Field-13,2020,47,0,12,-88.033677,39.3808,389.7,1.19,1.4171,51.39991752
ICG-Field-13,2020,56,0,12,-88.032159,39.3802728,225.5,0.91,1.4638,40.60112784
ICG-Field-13,2020,27,0,12,-88.031791,39.3789245,318.2,0.83,1.367,34.5829128
ICG-Field-13,2020,35,0,12,-88.031091,39.3786604,213.7,0.84,1.3753,35.21208096
ICG-Field-13,2020,25,0,12,-88.030866,39.379203,170.8,0.9,1.4638,40.1549616
ICG-Field-13,2020,57,0,12,-88.029492,39.3804766,238.9,0.98,1.4445,43.1477928
ICG-Field-13,2020,63,0,12,-88.029371,39.3801173,285.4,0.98,1.4638,43.72429152
ICG-Field-13,2020,55,0,12,-88.028096,39.3803088,262.8,0.8,1.4075,34.32048
ICG-Field-13,2020,14,0,12,-88.027055,39.3805883,254.4,1.04,1.3324,42.23601408
ICG-Field-13,2020,12,0,12,-88.028782,39.3795819,301.4,0.81,1.3727,33.89031576
ICG-Field-13,2020,22,0,12,-88.028774,39.3790413,274.4,0.78,1.3711,32.59707984
ICG-Field-13,2020,51,0,12,-88.027831,39.3780585,298.1,0.79,1.346,32.4106032
ICG-Field-13,2020,37,0,12,-88.027131,39.3777944,232.7,1.03,1.3413,42.10930872
ICG-Field-13,2020,43,0,12,-88.027239,39.3772528,277.6,1.05,1.3722,43.9158888
ICG-Field-13,2020,30,0,12,-88.029564,39.3775025,279.1,0.83,1.3769,34.83336696
ICG-Field-13,2020,79,0,12,-88.030376,39.3774053,255.6,0.93,1.379,39.0896856
ICG-Field-13,2020,46,0,12,-88.029778,39.3762392,352.9,0.84,1.405,35.972496
ICG-Field-13,2020,70,0,12,-88.028851,39.3763375,269,1.2,1.4351,52.4902176
ICG-Field-13,2020,33,0,12,-88.027927,39.3767061,324.9,1.2,1.3878,50.7601728
ICG-Field-13,2020,74,0,12,-88.028615,39.3760693,248.4,0.98,1.4313,42.75350352
ICG-Field-13,2020,40,0,12,-88.029538,39.3757007,277.7,1.02,1.4313,44.49854448
ICG-Field-13,2020,26,0,12,-88.0293,39.3753424,315.2,1.03,1.4313,44.93480472
ICG-Field-13,2020,11,0,12,-88.028715,39.3749871,249.9,0.88,1.379,36.9880896
